stkcode,headcount
'000725,44617
'601989,25271
'601766,23107
'601899,20678
'600795,19826
'600030,19769
'600050,19523
'601390,18220
'600010,17376
'601857,16258
'601988,15832
'601668,15452
'000100,15224
'600028,14443
'601600,13694
'601985,13677
'601398,13341
'600221,12773
'601099,12699
'000651,12584
'601169,12471
'601618,12024
'000630,11620
'601318,11272
'601288,11241
'600016,11053
'600839,10784
'601258,10616
'600157,10350
'601866,10192
'000157,10079
'000063,10029
'000166,9880
'600019,9794
'000001,9760
'000413,9739
'601106,9671
'000709,9497
'601066,9452
'600031,9408
'601727,9324
'600022,9263
'601328,9186
'601939,9178
'600868,9125
'002065,9018
'600111,8884
'601186,8468
'600307,8315
'300059,8310
'603993,8296
'002610,8221
'600837,8143
'601669,8121
'601138,8086
'000629,8075
'600518,8066
'600089,7965
'600068,7906
'601919,7897
'002958,7786
'600352,7697
'002195,7606
'002230,7526
'002024,7507
'600567,7469
'600219,7389
'300104,7323
'600401,7229
'000839,7211
'600601,7187
'600635,6966
'601319,6953
'600018,6945
'600008,6934
'000858,6900
'601377,6899
'600487,6833
'601333,6721
'002500,6639
'002131,6637
'600516,6629
'601558,6572
'002340,6515
'600489,6488
'002797,6449
'000540,6432
'600863,6353
'600887,6241
'000338,6238
'000425,6218
'601818,6203
'000002,6195
'601166,6166
'000783,6146
'600025,6032
'600808,5951
'600705,5937
'601901,5935
'000727,5897
'600036,5800
'601519,5795
'000750,5745
'601975,5713
'002673,5694
'601991,5633
'002027,5617
'600170,5585
'601018,5563
'600000,5518
'601607,5509
'600522,5504
'300315,5444
'601688,5435
'600653,5425
'600797,5390
'601880,5377
'600369,5358
'000778,5354
'600503,5346
'601588,5337
'601088,5337
'600320,5308
'601918,5303
'600115,5295
'002600,5286
'600256,5280
'603077,5265
'000825,5257
'002926,5223
'600879,5218
'000009,5212
'600637,5177
'600255,5168
'000667,5158
'600166,5133
'601992,5129
'600108,5110
'601168,5106
'601998,5087
'600100,5041
'601211,5039
'000751,5014
'000066,5010
'000625,4998
'600415,4984
'000875,4976
'002456,4943
'002460,4916
'000031,4910
'600023,4906
'600029,4898
'300017,4896
'600497,4893
'002415,4892
'600690,4848
'600703,4827
'002450,4821
'000060,4812
'000977,4782
'002477,4780
'000598,4758
'600919,4738
'600909,4733
'600642,4719
'600460,4718
'000768,4685
'000735,4671
'000830,4645
'000563,4635
'002936,4625
'600317,4598
'000683,4585
'601212,4582
'000078,4571
'600895,4534
'002202,4534
'000776,4522
'601005,4521
'600958,4484
'600820,4460
'601872,4446
'000333,4409
'600886,4401
'000682,4399
'601608,4370
'600109,4360
'601179,4359
'600485,4354
'600547,4351
'600776,4345
'600039,4333
'601898,4319
'600755,4277
'002505,4270
'600048,4265
'600017,4228
'601890,4209
'601006,4183
'002031,4181
'300024,4144
'002292,4143
'000930,4108
'601111,4099
'600276,4098
'600435,4091
'600118,4071
'601108,4067
'000897,4056
'600252,4056
'002465,4036
'002185,4032
'600873,4026
'600187,4017
'601718,4014
'600309,4006
'600027,4004
'600959,4003
'600871,3998
'000983,3987
'600362,3985
'600624,3983
'000882,3982
'002466,3980
'601229,3976
'000723,3969
'600816,3969
'000656,3929
'300185,3928
'000917,3918
'600282,3893
'601800,3879
'002405,3875
'600210,3875
'000807,3873
'600104,3870
'600169,3868
'601000,3866
'600604,3858
'002177,3857
'601375,3842
'601010,3838
'601216,3831
'000005,3821
'000767,3802
'600928,3793
'600006,3773
'600737,3692
'002498,3686
'002310,3670
'002948,3667
'600196,3666
'000717,3661
'600577,3658
'002506,3655
'600901,3655
'600033,3647
'600177,3641
'600220,3636
'000886,3621
'601838,3614
'002130,3601
'000680,3600
'000027,3600
'600572,3598
'600297,3593
'000021,3592
'600151,3586
'002176,3586
'300027,3578
'600495,3571
'002008,3554
'000758,3554
'002280,3554
'601009,3546
'600528,3544
'000878,3538
'002547,3536
'601118,3528
'600711,3501
'002266,3490
'600875,3481
'000636,3472
'000652,3468
'603799,3464
'000898,3461
'601611,3453
'000516,3434
'600881,3431
'601878,3422
'601008,3416
'600015,3412
'600664,3407
'600726,3403
'000571,3392
'600496,3386
'000931,3376
'600021,3368
'601881,3365
'601228,3360
'002241,3347
'600150,3335
'600606,3325
'600550,3318
'002565,3295
'600103,3275
'002129,3274
'000933,3270
'600380,3263
'601933,3263
'601555,3259
'000520,3257
'002407,3246
'002385,3241
'000572,3236
'000816,3216
'000959,3209
'600428,3208
'002183,3208
'000488,3208
'600595,3207
'601016,3205
'600072,3203
'002013,3200
'600425,3200
'600410,3191
'600717,3184
'000883,3176
'601628,3173
'601011,3164
'600175,3154
'600999,3149
'600649,3144
'002736,3138
'600583,3130
'000686,3121
'600584,3120
'600789,3118
'000410,3114
'000616,3103
'300079,3098
'600569,3093
'601162,3092
'000547,3092
'000932,3088
'600153,3085
'601298,3082
'300070,3076
'002252,3073
'601128,3070
'002004,3066
'600611,3062
'600446,3059
'601700,3059
'000415,3057
'000793,3054
'000507,3051
'000050,3051
'601326,3033
'600698,3033
'000592,3025
'603000,3014
'600549,3014
'600269,3011
'000831,3004
'600777,3002
'300111,3000
'601788,2997
'002421,2995
'600804,2987
'002155,2973
'002497,2972
'600158,2962
'600331,2962
'002663,2956
'600208,2950
'000877,2947
'000970,2946
'000670,2943
'600586,2942
'002217,2940
'601958,2931
'002491,2929
'600614,2922
'600399,2915
'600326,2896
'600728,2895
'002463,2895
'601198,2888
'600900,2879
'000623,2875
'002307,2866
'000528,2861
'002526,2859
'000806,2858
'002030,2857
'000729,2854
'002236,2854
'600125,2853
'601200,2847
'000159,2841
'600565,2823
'601929,2819
'600812,2816
'000012,2812
'002489,2811
'600498,2806
'600026,2803
'600176,2798
'601117,2793
'600284,2793
'000973,2791
'002342,2788
'600660,2786
'000559,2785
'600063,2782
'600652,2775
'002256,2763
'002471,2763
'002739,2759
'600110,2750
'000627,2749
'600846,2748
'002573,2744
'000519,2743
'600655,2735
'000988,2730
'600677,2728
'000728,2728
'600988,2727
'600867,2722
'600020,2717
'600811,2714
'002431,2711
'603019,2703
'000423,2700
'600388,2692
'002161,2682
'000937,2680
'600405,2679
'600744,2678
'001696,2670
'300623,2661
'002118,2659
'600581,2658
'002023,2657
'600893,2657
'600977,2653
'002302,2638
'600490,2636
'000859,2621
'601598,2620
'000401,2618
'600133,2617
'002049,2612
'600343,2598
'000792,2596
'300750,2592
'600143,2589
'002447,2585
'002263,2583
'002210,2580
'002392,2580
'002145,2575
'002312,2570
'600186,2567
'002474,2567
'600130,2564
'600074,2552
'600531,2551
'600308,2547
'600348,2545
'002089,2544
'300355,2541
'000008,2538
'002017,2535
'002092,2528
'002429,2524
'002154,2523
'000650,2522
'600085,2521
'600662,2521
'300287,2519
'000402,2519
'600392,2511
'000039,2507
'000069,2504
'600190,2503
'600598,2502
'000795,2501
'600011,2500
'600688,2497
'002276,2495
'600086,2493
'600291,2493
'600512,2489
'000518,2487
'600360,2480
'601601,2478
'002175,2472
'002108,2470
'300077,2466
'601860,2459
'600874,2457
'002839,2456
'601997,2455
'600966,2451
'000960,2449
'600685,2444
'600675,2442
'300088,2440
'002002,2440
'600588,2439
'600654,2431
'600756,2428
'000566,2424
'600340,2422
'000738,2420
'600519,2415
'002426,2414
'600970,2412
'600200,2410
'600172,2393
'600718,2393
'300418,2390
'600739,2387
'002594,2385
'002668,2385
'000536,2381
'300251,2380
'002467,2379
'600800,2378
'600271,2374
'600667,2373
'600037,2373
'600311,2372
'601001,2369
'000981,2368
'600770,2365
'600651,2365
'600862,2362
'600555,2362
'300072,2357
'600720,2355
'300324,2350
'600084,2349
'000861,2349
'600106,2349
'002716,2345
'600396,2345
'600162,2344
'600300,2343
'600122,2339
'600884,2335
'600409,2335
'000777,2334
'002437,2332
'600794,2330
'600507,2330
'000301,2326
'002436,2322
'002151,2322
'300008,2318
'600171,2316
'600127,2311
'000720,2307
'002067,2303
'300136,2303
'002334,2299
'600525,2291
'000718,2291
'002542,2289
'600666,2286
'600227,2284
'600585,2282
'603858,2278
'600206,2278
'000800,2272
'601828,2271
'600105,2270
'000939,2268
