stkcode,headcount
'000725,44176
'601989,24981
'601766,23055
'601899,20777
'600030,20110
'600795,19784
'600050,19702
'601390,18219
'600010,17316
'601857,16290
'601988,15771
'000100,15053
'601668,15046
'600028,14595
'601600,13737
'601985,13701
'601398,13309
'600221,12637
'601169,12490
'601099,12215
'601618,11978
'000630,11675
'601318,11273
'601288,11240
'600016,11189
'000651,10816
'600839,10658
'601258,10575
'600157,10254
'601866,10178
'600031,9990
'000157,9853
'000166,9815
'600019,9763
'000001,9759
'000413,9635
'601106,9621
'000709,9472
'000063,9420
'601727,9336
'601066,9250
'600022,9249
'601939,9249
'601328,9198
'002065,8926
'600868,8913
'600111,8856
'601186,8560
'300059,8438
'600837,8369
'603993,8344
'600307,8277
'000629,8071
'601669,8044
'601138,8020
'600089,7946
'600068,7899
'601919,7871
'002610,7624
'600518,7561
'600567,7552
'002230,7534
'002024,7486
'002195,7486
'600219,7354
'300104,7253
'600401,7230
'000858,7223
'000839,7182
'600601,7150
'600635,6997
'601377,6922
'601319,6903
'600008,6880
'002958,6749
'601333,6742
'600487,6658
'600018,6653
'600352,6610
'601558,6548
'002131,6535
'002500,6505
'600516,6463
'600489,6456
'000338,6436
'002340,6410
'000540,6386
'000002,6386
'600863,6338
'601818,6282
'002797,6270
'000932,6238
'601166,6238
'600887,6159
'000783,6149
'000425,6139
'600025,5984
'600808,5983
'601901,5878
'600705,5824
'600036,5823
'000727,5805
'601519,5634
'601991,5632
'601018,5569
'002673,5565
'600522,5553
'000750,5549
'600170,5532
'002027,5531
'600000,5530
'601688,5513
'600797,5473
'600653,5437
'300315,5387
'601088,5357
'601880,5310
'000825,5309
'000778,5306
'600503,5292
'601918,5291
'601588,5264
'600320,5261
'600256,5260
'603077,5231
'600879,5224
'000009,5209
'600115,5209
'601975,5197
'002600,5177
'000667,5170
'002926,5163
'600255,5155
'600637,5146
'002456,5140
'600703,5140
'601168,5118
'601998,5116
'601992,5106
'600166,5097
'000875,5083
'600369,5082
'002415,5077
'600108,5055
'600100,5047
'000066,5003
'000751,4984
'600690,4976
'000977,4970
'601211,4970
'600415,4965
'600460,4938
'600497,4931
'600029,4919
'600023,4887
'000060,4884
'300017,4851
'000031,4836
'002460,4832
'000078,4826
'002446,4765
'600919,4741
'002450,4739
'000625,4726
'002202,4703
'600642,4701
'600909,4693
'002477,4690
'000735,4687
'000768,4667
'000563,4637
'000598,4624
'000776,4597
'002936,4592
'601212,4583
'600317,4556
'000333,4514
'600048,4500
'601005,4494
'000683,4490
'600776,4475
'600958,4445
'600820,4438
'600895,4424
'600547,4396
'601872,4392
'600886,4365
'600875,4355
'600485,4354
'000682,4343
'600109,4335
