stkcode,headcount
'000725,44095
'601989,24942
'601766,22980
'601899,20409
'600795,19817
'600050,19330
'600030,18872
'601390,18079
'600010,17237
'601857,16157
'601988,15745
'601668,15386
'000100,14978
'600028,14173
'601985,13667
'601600,13631
'601398,13245
'600221,12597
'601169,12445
'601099,12077
'601618,11938
'000630,11564
'601288,11176
'000651,11160
'601318,11104
'600016,10919
'600839,10622
'601258,10570
'600157,10181
'601866,10172
'000157,9905
'600019,9767
'000001,9649
'601106,9610
'000166,9593
'000413,9498
'000063,9488
'000709,9451
'600022,9155
'600868,9104
'601939,9102
'601727,9070
'601328,9065
'600031,9060
'002065,8838
'600111,8825
'601066,8822
'600307,8279
'601186,8159
'603993,8148
'601669,8082
'601138,7989
'000629,7973
'600089,7949
'002958,7898
'601919,7886
'600068,7825
'300059,7695
'600837,7606
'002230,7421
'002024,7373
'600567,7329
'600518,7326
'600219,7324
'002195,7280
'600401,7229
'002610,7199
'600601,7160
'300104,7119
'000839,7113
'600008,6900
'600635,6845
'601319,6836
'601377,6708
'600018,6690
'601333,6659
'002131,6588
'601558,6546
'002340,6447
'600516,6417
'002500,6378
'600489,6355
'600863,6337
'000540,6327
'600487,6279
'002797,6201
'601818,6139
'601166,6129
'000858,6089
'000002,6076
'000425,6063
'000783,6033
'600025,5980
'600887,5931
'600808,5889
'000727,5827
'600705,5822
'601901,5761
'000338,5706
'600036,5658
'601991,5623
'600170,5577
'600352,5508
'601018,5478
'600000,5427
'601519,5416
'600653,5408
'002027,5394
'000778,5331
'600797,5320
'601880,5306
'600503,5303
'300315,5303
'601918,5297
'600522,5293
'000750,5274
'601588,5265
'600320,5262
'601088,5237
'002673,5236
'000825,5209
'601607,5202
'000009,5185
'600256,5174
'603077,5163
'000667,5136
'600879,5134
'600637,5133
'600255,5129
'600115,5122
'601168,5082
'002600,5048
'601998,5044
'600100,5022
'601992,5020
'002926,5020
'600108,5019
'600166,5004
'000751,4987
'600415,4976
'000875,4936
'000625,4883
'000031,4882
'600023,4874
'601688,4869
'600029,4847
'600497,4835
'600369,4815
'601211,4807
'000066,4803
'002460,4758
'000060,4742
'300017,4728
'600919,4721
'600642,4703
'000598,4690
'002450,4686
'000977,4682
'600703,4674
'600690,4642
'000768,4633
'600909,4630
'002415,4626
'002936,4622
'600317,4586
'002456,4563
'601975,4540
'000735,4498
'000683,4494
'601212,4494
'601005,4460
'000563,4428
'600820,4426
'601872,4412
'600895,4390
'600958,4374
'600460,4374
'600886,4365
'000776,4359
'600485,4354
'000078,4346
'601179,4330
'601608,4309
'601898,4293
'000682,4265
'002505,4243
'600755,4222
'600017,4203
'002477,4171
'600039,4162
'600048,4151
'600547,4146
'000333,4139
'002202,4131
'002031,4131
'601006,4107
'600109,4104
'300024,4092
'002292,4083
'000897,4037
'601890,4028
'000882,4025
'600776,4019
'600118,4018
'601111,4013
'600435,4006
'600027,4005
'600873,4001
'601718,3988
'600252,3983
'600187,3975
'002185,3972
'002465,3969
'600959,3962
'601229,3948
'000930,3946
'000983,3938
'600362,3901
'002466,3895
'300185,3887
'600816,3882
'000917,3868
'000656,3857
'600210,3849
'600309,3847
'601010,3835
'601108,3832
'600276,3826
'600282,3823
'601000,3822
'600169,3820
'000767,3812
'600871,3811
'000005,3801
'601375,3763
'600104,3749
'601800,3736
'000807,3724
'601216,3708
'002948,3643
'600901,3640
'600033,3638
