stkcode,headcount
'000725,47763
'601989,23856
'601766,23027
'601899,20973
'600795,20089
'600030,20017
'600050,19779
'601390,17867
'600010,17665
'601668,16149
'601857,16074
'601988,15797
'000100,15683
'601099,14581
'601600,14164
'600028,13977
'601985,13675
'601398,13078
'600221,12345
'601169,12336
'601618,12226
'600928,11848
'601318,11708
'000630,11458
'601258,11305
'000651,11059
'601288,11056
'000001,10751
'600016,10742
'000063,10715
'000413,10234
'601866,10230
'000157,10210
'601106,10169
'600019,10105
'600839,10080
'000709,9867
'000166,9822
'600868,9648
'600022,9515
'600157,9511
'600031,9416
'600111,9384
'601939,9318
'601727,9019
'601138,8996
'600307,8863
'603993,8635
'601328,8416
'000629,8360
'601669,8268
'300059,8125
'601186,8103
'600837,8070
'601919,8063
'002024,8027
'600518,7980
'600068,7947
'300104,7931
'002230,7739
'600089,7698
'601377,7560
'601066,7396
'600601,7348
'601319,7345
'000839,7289
'600219,7242
'600401,7227
'600567,7189
'600008,7186
'600635,7063
'600018,7059
'002610,7034
'002797,6909
'002340,6906
'000425,6844
'000540,6821
'600025,6768
'601558,6696
'600489,6670
'000002,6641
'601166,6615
'002195,6607
'600516,6581
'601333,6528
'000858,6508
'000783,6485
'600863,6467
'600887,6186
'002926,6156
'600487,6066
'601901,6038
'600808,5983
'002936,5917
'600036,5916
'000750,5890
'601818,5845
'600170,5829
'000727,5813
'600705,5744
'600522,5733
'601991,5731
'002673,5711
'600503,5692
'000338,5654
'601918,5654
'000778,5633
'600653,5548
'000563,5500
'000009,5458
'300315,5454
'600115,5451
'600320,5439
'601880,5423
'000825,5419
'601992,5415
'601018,5388
'002450,5372
'600000,5370
'600256,5297
'000667,5284
'601168,5248
'000751,5235
'002131,5232
'600166,5232
'601588,5227
'600369,5211
'600100,5174
'600415,5153
'601088,5141
'600255,5132
'600029,5115
'601211,5081
'600919,5059
'600497,5041
'600879,5035
'000031,5030
'000875,5011
'601998,5009
'002027,4962
'603077,4960
'000735,4958
'600637,4894
'600023,4879
'601608,4879
'002460,4879
'000625,4875
'600909,4858
'600108,4845
'600690,4828
'600642,4825
'000060,4812
'000977,4800
'002415,4799
'601688,4796
'600816,4774
'000078,4721
'002477,4712
'600703,4710
'000598,4703
'000333,4689
'600958,4686
'000776,4683
'002456,4676
'600820,4668
'601005,4666
'601519,4645
'002948,4639
'600317,4630
'000768,4601
'601212,4585
'601872,4577
'600886,4574
'002031,4532
'600460,4487
'300024,4485
'600895,4483
'600755,4433
'000897,4431
'601111,4430
'000683,4419
'603799,4374
'601898,4372
'600547,4370
'600776,4355
'600485,4352
'600048,4341
'002600,4323
'601216,4306
'600039,4303
'000917,4298
'002505,4285
'002466,4277
'600901,4260
'601179,4251
'600362,4248
'002185,4246
'600873,4246
'600017,4206
'002405,4192
'600109,4184
'002465,4176
'600435,4169
'000656,4164
'600118,4160
'000066,4145
'601229,4144
'601375,4143
'000682,4117
'000983,4112
'000930,4108
'600252,4088
'600959,4085
'601890,4077
'000882,4073
'002008,4068
'600187,4061
'002500,4052
'600169,4050
'000807,4049
'600210,4023
'600309,4023
'601838,4002
'601718,3999
'300185,3994
'601009,3977
'000636,3962
'600282,3959
'000005,3919
'000767,3898
'601006,3878
'601700,3876
'601000,3852
'000050,3805
'601010,3798
'601933,3792
'601865,3790
'600737,3784
'601108,3783
'600151,3777
'002129,3773
'601800,3772
'300027,3765
'002273,3759
'600352,3754
'601118,3744
'000830,3738
'600033,3728
'000758,3720
'600027,3705
'601298,3691
'600495,3679
'000027,3678
'000878,3673
'000680,3662
'600577,3660
'600711,3650
'601975,3649
'600276,3636
'601162,3636
'600006,3636
'002310,3623
'600425,3622
'002506,3609
'600606,3605
'002498,3601
'600177,3587
'601228,3586
'600604,3580
'002176,3568
'000932,3564
'000886,3561
'002280,3558
'600496,3553
'000717,3551
'600150,3514
'600726,3505
'600220,3485
'002547,3485
'600196,3484
'600550,3483
'600871,3478
'002526,3477
'300017,3457
'002385,3448
'000898,3429
'600584,3424
'600797,3420
'600015,3419
'600881,3417
'002266,3405
'600875,3386
'601611,3381
'000933,3376
'600528,3376
'600649,3374
'601878,3372
'000959,3368
'600103,3365
'002049,3360
'002636,3354
'601881,3352
'000410,3349
'002407,3341
'000816,3341
'600021,3339
'000931,3330
'600331,3330
'601011,3325
'000415,3320
'000686,3315
'000571,3315
'000547,3314
'601628,3311
'002241,3291
'600583,3290
'600717,3282
'000652,3255
'600698,3255
'000592,3250
'000883,3248
'000507,3235
'600569,3233
'000021,3232
'600175,3222
'600595,3220
'600789,3208
'600428,3203
'600176,3191
'600999,3184
'600104,3184
'002217,3184
'600380,3176
'000793,3170
'600804,3169
'600446,3165
'000536,3164
'601198,3164
'002736,3155
'002065,3145
'600153,3144
'000616,3144
'600549,3143
'000401,3142
'300111,3138
'000970,3130
'002497,3129
'002155,3126
'601016,3122
'601958,3122
'000516,3109
'000520,3106
'300070,3102
'000670,3099
'600269,3098
'002202,3062
'601128,3058
'000623,3057
'600777,3037
'600326,3031
'002130,3028
'002663,3028
'600611,3027
'601788,3026
'000859,3025
'000728,3022
'002463,3016
'600026,3015
'601008,3007
'000877,3003
'002004,2999
'600728,2995
'600399,2991
'000012,2986
'601555,2979
'600586,2976
'000488,2972
'000572,2957
'000627,2941
'002236,2938
'600125,2935
'601860,2931
'600158,2928
'002183,2928
'000559,2927
'002089,2924
'600490,2923
'000973,2912
'601200,2910
'002739,2909
'002938,2898
'600977,2887
'600900,2886
'000806,2885
'600677,2885
'601326,2877
'600664,2871
'600388,2866
'601577,2858
'002594,2856
'002177,2849
'002939,2845
'002491,2843
'002342,2842
'002421,2837
'600581,2832
'600086,2828
'600988,2815
'300355,2815
'002161,2813
'600291,2807
'600565,2800
'002489,2795
'000831,2795
'002839,2794
'601117,2792
'600655,2781
'600208,2775
'601929,2774
'600130,2772
'000937,2769
'600405,2766
'600110,2745
'600133,2741
'600183,2740
'000792,2735
'002030,2731
'002426,2731
'002312,2730
'300324,2728
'002471,2727
'600811,2724
'600360,2723
'002431,2715
'002263,2713
'600846,2711
'600598,2709
'002341,2706
'600744,2703
'000650,2701
'600512,2698
'002429,2698
'002392,2692
'600410,2687
'600572,2686
'300077,2682
'600063,2680
'000988,2675
'600812,2664
'002945,2662
'002154,2661
'600614,2658
'600874,2657
'001696,2654
'000069,2651
'601990,2644
'600074,2643
'002573,2642
'002023,2642
'600348,2634
'600652,2631
'000039,2627
'000519,2625
'600020,2623
'600226,2622
'600143,2620
'600392,2617
'002013,2614
'002288,2611
'002256,2611
'603019,2609
'300072,2608
'000423,2606
'600519,2598
'002108,2598
'600966,2595
'600343,2593
'600718,2587
'601997,2586
'000528,2580
'600186,2576
'000518,2573
'000070,2571
'600162,2565
'600284,2562
'300088,2561
'600688,2553
'600675,2552
'000861,2546
'002276,2544
'002716,2537
'600498,2537
'601601,2531
'600770,2529
'600654,2523
'600624,2511
'002474,2511
'600531,2508
'002950,2508
'000008,2507
'600122,2507
'300116,2505
'600739,2503
'002668,2501
'600507,2498
'600311,2497
'600240,2496
'600662,2491
'002446,2491
'600072,2488
'000960,2485
'600085,2484
'300418,2482
'600171,2482
'002151,2481
'002145,2481
'000738,2476
'600105,2472
'300079,2471
'002102,2466
'002092,2465
'600666,2459
'002949,2457
'300251,2451
'002436,2449
'600893,2446
'002001,2445
'601001,2443
'600340,2443
'600060,2441
'601828,2432
'000402,2431
'600271,2426
'300136,2415
'000777,2405
'002467,2403
'002067,2402
'600127,2398
'600190,2394
'000600,2392
'000876,2384
'002252,2381
'600555,2380
'600751,2374
'601388,2367
'600231,2366
'000795,2361
'000720,2356
'000718,2354
'000862,2351
'600720,2345
'002239,2342
'600300,2340
'000301,2333
'000800,2332
'300287,2327
'002307,2324
'600037,2321
'002052,2315
'601636,2305
'300058,2303
'600660,2302
'000958,2300
'601666,2300
'000753,2298
'600794,2289
'600106,2288
'002156,2288
'002097,2288
'600970,2286
'000939,2285
'300156,2282
'600467,2281
'600084,2280
'000729,2279
'601012,2276
'002115,2271
'603000,2264
'600188,2262
'600308,2262
'002302,2260
'601699,2260
'600884,2249
'002104,2246
'601002,2246
'000997,2245
'002358,2244
'002226,2241
'300433,2236
'600775,2234
'600926,2230
'600525,2230
'000690,2229
'300750,2228
'002113,2227
'600667,2220
'600206,2219
'603858,2219
'600396,2217
'002501,2212
'000006,2211
'600266,2207
'600783,2206
'002002,2205
'002005,2205
'000822,2201
'600409,2200
'600350,2199
'600759,2195
'600596,2183
'600322,2179
'000548,2176
'600011,2176
'002596,2175
'600227,2173
'601019,2173
'601068,2172
'600578,2171
'300008,2170
'002337,2170
'600827,2169
'300002,2169
'002018,2167
'000016,2165
'600172,2165
'600643,2164
'600321,2164
'002486,2161
'600978,2155
'600418,2155
'600500,2154
'002447,2148
'601598,2140
'000545,2140
'000838,2137
'600798,2136
'600570,2135
'000762,2135
'002285,2134
'300297,2132
'600588,2130
'000901,2128
'300292,2128
'002170,2125
'600316,2124
'600200,2123
'002542,2120
'000868,2119
'002261,2117
'000564,2114
'300737,2114
'600198,2105
'002224,2100
'600330,2100
'600740,2099
'002079,2095
'300101,2094
'600436,2093
'600736,2085
'002292,2082
'601615,2069
'002510,2064
'300085,2064
'000059,2058
'000558,2057
'600058,2046
'002657,2044
'600035,2044
'600903,2040
'002245,2039
'600862,2038
'002448,2035
'000585,2035
'000541,2033
'002056,2033
'002665,2028
'601949,2027
'600545,2025
'600685,2024
'002284,2020
'600630,2019
'002175,2018
'000555,2016
'600477,2014
'000018,2014
'600585,2012
'000903,2011
'600064,2010
'600117,2010
'601633,2007
'000420,2007
'601058,2006
'601607,2003
'000426,2001
'600824,1991
'600571,1989
'600303,1989
'600836,1980
'002540,1978
'300296,1977
'600602,1975
'002093,1972
'601069,1961
'002146,1961
'600651,1954
'002019,1954
'600784,1950
'601163,1950
'002517,1949
'601808,1948
'000400,1948
'000900,1948
'300044,1947
'000799,1946
'002106,1944
'002011,1944
'300197,1941
'000036,1939
'002413,1938
'300026,1932
'600123,1931
'000851,1930
'300098,1927
'600216,1925
'600488,1923
'002249,1922
'002237,1919
'600936,1918
'000837,1918
'000936,1916
'000040,1915
'000895,1915
'002689,1913
'000566,1912
'600408,1912
'000829,1909
'600730,1907
'600537,1906
'002075,1906
'000591,1904
'600877,1901
'600760,1900
'600756,1900
'002218,1899
'600747,1899
'600098,1897
'002281,1895
'002334,1892
'002807,1890
'002326,1888
'600536,1888
'002390,1884
'001979,1884
'600704,1883
'002695,1881
'601107,1880
'600800,1879
'002148,1879
