stkcode,headcount
'000725,43819
'601989,24745
'601766,22998
'601899,20879
'600030,20427
'600795,19621
'600050,19619
'601390,18213
'600010,17268
'601857,16334
'601988,15443
'000100,15134
'601668,14883
'600028,14603
'601600,13642
'601985,13564
'601398,13114
'600221,12592
'601169,12440
'601099,12113
'601618,11947
'601318,11520
'000630,11468
'600016,11111
'601288,11075
'000651,10853
'000413,10725
'601258,10572
'600839,10520
'600157,10354
'600031,10306
'601866,10153
'600019,9801
'000157,9766
'000166,9737
'601106,9577
'000001,9574
'601727,9539
'600868,9500
'000709,9463
'000063,9405
'601939,9283
'600022,9217
'600111,9012
'601328,8968
'601186,8861
'002065,8803
'601066,8772
'300059,8549
'600837,8518
'300104,8309
'603993,8259
'600307,8220
'601669,8064
'000629,7979
'600068,7919
'601919,7837
'600089,7797
'601138,7762
'002195,7657
'600567,7541
'002230,7530
'002024,7462
'002610,7444
'600518,7356
'600219,7355
'000002,7251
'600401,7230
'000839,7162
'600601,7110
'000858,7081
'600635,7006
'601319,7004
'601377,6967
'600008,6864
'000338,6796
'601333,6719
'600516,6675
'600352,6601
'600018,6551
'601558,6522
'002797,6509
'002500,6472
'600489,6419
'000932,6387
'600487,6381
'002131,6380
'002340,6345
'000540,6315
'000425,6189
'600863,6181
'601166,6164
'002600,6137
'000783,6068
'600808,6004
'601818,5980
'600887,5968
'002958,5933
'600036,5900
'600025,5871
'600522,5837
'002027,5829
'601901,5816
'600705,5750
'600503,5723
'000727,5717
'601688,5630
'600166,5613
'601991,5610
'600170,5573
'002673,5545
'601519,5531
'600797,5492
'000750,5451
'600653,5409
'600115,5372
'601018,5356
'300315,5353
'600000,5350
'601088,5340
'601588,5331
'000825,5320
'000778,5282
'601880,5265
'600256,5258
'000009,5244
'002415,5242
'600320,5229
'601918,5210
'600703,5204
'600100,5204
'601168,5182
'600879,5173
'600175,5155
'603077,5143
'002456,5135
'600637,5134
'002926,5085
'600255,5071
'000667,5059
'601992,5057
'600108,5049
'601998,5043
'600369,5030
'000875,5027
'600048,5021
'600029,5011
'601211,4980
'000735,4973
'600690,4955
'000751,4935
'600415,4934
'601975,4929
'000977,4905
'600497,4893
'300017,4869
'000066,4851
'600023,4836
'002460,4795
'002505,4795
'000060,4763
'000333,4732
'000625,4730
'000031,4727
'000776,4708
'600460,4697
'002202,4696
'000078,4695
'600642,4669
'002547,4644
'000598,4633
'000768,4627
'002450,4623
'600919,4620
'600909,4615
'002477,4610
'000723,4576
'000683,4570
'600958,4569
'000563,4543
'600895,4541
'600317,4539
'601005,4492
'600547,4452
'600820,4430
'002936,4428
'601212,4424
'600886,4423
'600755,4384
'601111,4379
'601872,4370
'600485,4354
'600039,4344
'600276,4338
'600875,4305
'601179,4304
'601898,4286
'600109,4273
'601608,4243
'000682,4216
'600017,4193
'002465,4160
'002405,4156
'601006,4155
'600604,4140
'002031,4122
'601108,4106
'601890,4098
'600150,4090
'600776,4086
'300024,4060
'600435,4047
'600118,4044
'600873,4039
'600006,4020
'601718,4016
'002466,4006
'600309,4001
'600187,3983
'000830,3979
'000897,3977
'600252,3973
'002294,3967
'600362,3964
'600959,3958
'000930,3955
'600871,3929
'600737,3926
'002185,3926
'601229,3925
'600816,3923
'601800,3923
'600282,3899
'000917,3898
'300772,3898
'000005,3885
'603799,3880
'000807,3872
'002498,3871
'000983,3869
'600169,3855
'000882,3841
'002292,3839
'300185,3837
'000680,3832
'601000,3819
'601010,3815
'600027,3797
'601216,3788
'600210,3777
'601375,3773
'000767,3760
'002446,3745
'600624,3742
'002385,3720
'002310,3700
'000656,3699
'002176,3644
'600033,3631
'600901,3595
'600572,3580
'000027,3580
'000636,3580
'600577,3576
'600177,3572
'000758,3570
'000717,3569
'601011,3567
'600104,3560
'600151,3553
'000886,3551
'000686,3549
'000050,3539
'601009,3527
'600928,3526
'601838,3526
'000898,3519
'600220,3519
'600297,3515
'300027,3512
'000878,3508
'002008,3500
'000021,3494
'000516,3485
'600528,3485
'002948,3478
'600495,3473
'600196,3450
'601118,3444
'601555,3444
'002280,3420
'600496,3414
'600789,3409
'600881,3404
'002089,3396
'002130,3393
'601607,3392
'600711,3390
'000488,3382
'600726,3376
'000652,3371
'601881,3359
'600015,3357
'601008,3355
'002241,3346
'600666,3338
'600606,3317
'601611,3308
'600021,3306
'002266,3291
'601228,3280
'000571,3278
'002013,3278
'601878,3274
'000931,3273
'600550,3247
'600103,3244
'000572,3221
'600664,3219
'002407,3219
'000816,3217
'601016,3208
'600153,3204
'002506,3201
'601700,3194
'000933,3193
'601933,3193
'000592,3185
'002736,3172
'000547,3166
'002177,3165
'600595,3165
'000959,3164
'600583,3162
'600717,3160
'600425,3157
'002129,3151
'600428,3148
'000883,3144
'600410,3130
'600380,3129
'000520,3118
'600649,3114
'000415,3102
'600804,3100
'600584,3092
'000410,3072
'600072,3063
'601628,3063
'002183,3051
'600759,3050
'601162,3048
'002471,3041
'600999,3021
'600569,3006
'601198,3006
'600611,3003
'002565,2995
'002463,2993
'002004,2993
'300070,2992
'300079,2992
'601128,2988
'000616,2982
'600777,2981
'600269,2975
'002155,2970
'601958,2969
'603019,2966
'000507,2964
'300111,2964
'600586,2960
'002491,2956
'600794,2952
'000831,2952
'600208,2946
'600549,2944
'601298,2941
'600977,2938
'000650,2937
'001696,2935
'601788,2935
'002236,2935
'000793,2933
'002421,2929
'600176,2929
'600446,2911
'002739,2910
'600110,2909
'601326,2907
'600698,2902
'002217,2894
'600158,2889
'600498,2889
'600326,2882
'000729,2875
'600728,2873
'002497,2871
'600331,2868
'002663,2862
'603000,2861
'600399,2858
'000792,2853
'600125,2845
'601200,2832
'000877,2818
'002252,2815
'000970,2811
'002049,2809
'000988,2806
'000528,2805
'002002,2801
'000012,2796
'600900,2792
'300623,2782
'000401,2773
'601117,2771
'000973,2770
'000559,2764
'000623,2760
'601929,2758
'600775,2754
'600846,2752
'002118,2751
'002526,2746
'002489,2744
'000937,2743
'000159,2736
'000536,2730
'600063,2729
'600652,2727
'000670,2725
'600677,2722
'000728,2721
'600026,2721
'600581,2720
'600271,2716
'600284,2710
'600811,2702
'600812,2700
'002017,2698
'002161,2693
'600020,2689
'002307,2689
'600655,2687
'600988,2683
'000519,2681
'000627,2678
'600360,2672
'600565,2667
'600186,2666
'002431,2656
'600388,2654
'002342,2654
'000958,2652
'002030,2648
'600490,2646
'600133,2640
'600744,2634
'000423,2630
'600405,2623
'600074,2614
'002210,2612
'300292,2610
'000069,2606
'000518,2597
'002256,2596
'000070,2594
'002023,2592
'600143,2585
'600893,2581
'600588,2575
'002573,2565
'000960,2552
'002263,2548
'600531,2545
'600130,2542
'002092,2540
'600867,2539
'002436,2538
'002392,2538
'300750,2537
'300072,2535
'601598,2533
'600756,2531
'002302,2528
'600291,2523
'601997,2522
'600343,2520
'002467,2520
'002474,2519
'600667,2519
'002276,2516
'002312,2509
'002429,2506
'600660,2502
'002154,2502
'000806,2499
'600392,2499
'600688,2498
'000039,2496
'600348,2493
'600598,2490
'601860,2484
'000795,2481
'300058,2479
'002145,2479
'600308,2470
'300136,2466
'000008,2464
