stkcode,headcount
'000725,44060
'601989,24931
'601766,22990
'601899,20486
'600795,19793
'600050,19354
'600030,19058
'601390,18086
'600010,17234
'601857,16158
'601988,15759
'601668,15225
'000100,15071
'600028,14260
'601600,13630
'601985,13630
'601398,13218
'600221,12626
'601169,12423
'601099,12055
'601618,11939
'000630,11536
'601288,11165
'601318,11092
'000651,11064
'600016,10958
'600839,10687
'601258,10539
'600157,10151
'601866,10144
'000157,9900
'600019,9745
'000166,9674
'000001,9638
'601106,9615
'000063,9502
'000413,9501
'000709,9467
'600022,9187
'601727,9155
'600031,9130
'601939,9096
'601328,9092
'600868,9079
'601066,8909
'002065,8831
'600111,8810
'600307,8268
'601186,8252
'603993,8190
'601669,8058
'601138,7992
'000629,7943
'600089,7912
'601919,7859
'600068,7822
'300059,7813
'600837,7712
'002230,7416
'002024,7376
'002195,7363
'600567,7342
'600219,7334
'600518,7292
'002958,7253
'600401,7229
'002610,7179
'300104,7162
'600601,7157
'000839,7116
'600008,6886
'600635,6832
'601319,6802
'600018,6745
'601377,6708
'601333,6682
'601558,6549
'002131,6522
'002500,6461
'002340,6421
'600489,6364
'000540,6359
'600863,6330
'600487,6293
'600516,6286
'002797,6198
'600352,6158
'601818,6114
'601166,6102
'000858,6066
'000783,6022
'000425,5993
'600025,5978
'000002,5973
'000338,5902
'600808,5898
'600887,5841
'600705,5831
'000727,5811
'601901,5769
'600036,5680
'601991,5613
'600170,5544
'601519,5484
'601018,5465
'600000,5452
'002027,5421
'600653,5404
'002673,5384
'000778,5328
'600503,5310
'601880,5304
'300315,5293
'600522,5287
'600797,5284
'601918,5281
'601088,5276
'600320,5252
'601607,5245
'601588,5244
'000750,5214
'600256,5206
'000825,5195
'600115,5191
'000009,5167
'603077,5165
'600879,5149
'000667,5137
'600637,5132
'600255,5127
'002600,5069
'601168,5067
'600108,5037
'601998,5036
'601992,5021
'600166,5012
'601688,5002
'002926,5001
'000751,4984
'600100,4972
'600415,4968
'000875,4949
'601211,4890
'600023,4882
'000031,4877
'600497,4865
'600369,4846
'000625,4845
'600029,4831
'000066,4823
'002460,4762
'002450,4752
'000060,4750
'002415,4746
'600703,4708
'600690,4706
'600919,4701
'600642,4698
'300017,4695
'000598,4685
'000977,4651
'000768,4624
'600909,4620
'002936,4603
'002456,4594
'600317,4572
'002477,4555
'601212,4503
'000683,4496
'601005,4463
'600460,4460
'000563,4459
'000735,4437
'600820,4421
'601872,4414
'000776,4411
'600895,4392
'600958,4379
'600485,4354
'600886,4347
'000078,4342
'601179,4327
'601898,4302
'000682,4296
'601608,4283
'601975,4280
'002202,4267
'600039,4245
'600547,4235
'002505,4233
'600755,4221
'000333,4220
'600017,4189
'600109,4140
'002031,4138
'601006,4124
'600048,4121
'300024,4091
'002292,4089
'600776,4059
'000897,4037
'601111,4030
'600118,4028
'600435,4018
'601890,4014
'600873,3996
'002465,3990
'600252,3981
'600959,3976
'002185,3973
'600027,3973
'601718,3973
'600187,3969
'000983,3950
'000930,3947
'601229,3941
'000882,3935
'600362,3911
'600276,3890
'002466,3887
'000917,3872
'600871,3871
'300185,3867
'600816,3867
'600309,3850
'601108,3849
'600210,3848
'000656,3846
'600282,3834
'600169,3830
'601010,3825
'601000,3815
'000807,3800
'000005,3799
'000767,3794
'000830,3776
'601375,3764
'601216,3746
'601800,3745
'600104,3687
'600604,3650
'600033,3643
'600901,3624
'002498,3612
'002405,3610
'600928,3609
'600177,3602
'002948,3601
'600220,3592
'002310,3582
'600577,3582
'000027,3575
'601838,3568
'600006,3560
'600737,3556
'000680,3554
'600151,3541
'000758,3527
'000717,3524
'600495,3508
'002280,3493
'000878,3493
'300027,3492
'000021,3491
'002176,3480
'601118,3473
'603799,3457
'601009,3449
'002130,3442
'002008,3424
'601611,3415
'000898,3408
'002266,3408
'000652,3398
'000886,3397
'600711,3395
'002177,3393
'600726,3387
'600875,3386
'600015,3375
'600196,3371
'600496,3366
'000636,3347
'600021,3336
'600150,3335
'002506,3334
'601228,3324
'000931,3321
