stkcode,headcount
'000725,45651
'002958,26101
'601989,24513
'601766,23241
'601899,20772
'600030,20362
'600795,19955
'600050,19533
'601390,18097
'600010,17600
'601668,16196
'601857,16177
'601988,15962
'000100,15695
'600028,14320
'601398,13929
'601600,13852
'601985,13684
'601099,12987
'601169,12539
'600221,12326
'601618,12192
'601318,12103
'000651,11766
'000630,11750
'601288,11553
'600839,10905
'600016,10873
'601258,10779
'600157,10726
'000001,10641
'000063,10243
'600019,10105
'601866,10070
'000166,9930
'000157,9898
'601106,9775
'000413,9768
'000709,9673
'601939,9595
'002065,9572
'601066,9515
'600031,9425
'600868,9335
'600022,9324
'600111,9088
'601727,8997
'601328,8592
'600307,8477
'603993,8398
'300059,8358
'601138,8238
'600837,8152
'601669,8109
'601186,8089
'600089,8087
'601919,8058
'002024,8057
'000629,7962
'600068,7941
'002195,7842
'002230,7811
'600518,7761
'600219,7473
'000839,7375
'600567,7358
'600601,7357
'601319,7272
'600401,7230
'002610,7199
'601377,7190
'300104,7148
'600008,7088
'600635,7027
'601166,6719
'601333,6627
'601558,6620
'002797,6598
'600018,6595
'000002,6561
'002131,6542
'600489,6541
'002340,6498
'000425,6461
'600516,6440
'600863,6372
'600487,6371
'000540,6362
'600025,6295
'601818,6227
'000727,6174
'000783,6140
'000858,6113
'600887,6113
'002027,6103
'600797,5983
'600808,5976
'600036,5923
'601901,5891
'000750,5807
'600170,5802
'000338,5740
'601991,5671
'600705,5643
'601018,5573
'601519,5566
'601880,5536
'002673,5531
'600000,5531
'600522,5515
'000778,5508
'600653,5440
'002926,5439
'600503,5415
'002600,5399
'601918,5386
'601588,5365
'601088,5354
'000625,5337
'600320,5320
'300315,5310
'000825,5290
'601992,5262
'600108,5253
'000009,5239
'600255,5238
'600166,5208
'600690,5207
'300017,5200
'600115,5197
'000977,5197
'601998,5183
'600256,5183
'601168,5177
'000667,5158
'601211,5152
'600369,5149
'600637,5149
'600879,5139
'600100,5121
'601688,5111
'600029,5107
'600415,5074
'000751,5067
'000875,5003
'600497,4990
'002936,4959
'600023,4931
'002460,4926
'002456,4913
'000031,4907
'600919,4895
'002415,4890
'000735,4879
'600703,4859
'002450,4836
'000563,4807
'603077,4793
'600642,4784
'000598,4750
'600460,4745
'600909,4744
'600317,4724
'600352,4689
'000768,4684
'000683,4684
'000060,4660
'601212,4654
'000333,4643
'002477,4609
'000776,4592
'000066,4579
'600895,4563
'600958,4555
'600048,4538
'601608,4534
'600820,4516
'600886,4500
'601005,4490
'601872,4489
'000078,4474
'601179,4455
'600755,4454
'601108,4357
'600485,4355
'002505,4350
'000682,4333
'601898,4307
'600547,4294
'600017,4289
'600816,4275
'600109,4270
'600039,4261
'002500,4251
'002031,4219
'300003,4204
'000932,4194
'601229,4191
'600776,4184
'600873,4180
'002185,4180
'601111,4177
'000897,4168
'002466,4166
'600435,4160
'600928,4157
'300024,4148
'600104,4127
'601006,4112
'601718,4111
'002465,4088
'601890,4086
'002405,4078
'600362,4076
'000656,4070
'600187,4060
'000930,4059
'600118,4051
'600959,4042
'000983,4039
'600252,4029
'601000,4013
'600027,4012
'300185,4003
'601375,3954
'603799,3937
'600176,3931
'600282,3926
'600604,3923
'000807,3920
'600309,3895
'601010,3891
'000917,3883
'600210,3881
'600169,3872
'000767,3865
'601216,3852
'000005,3851
'000882,3812
'002008,3808
'000830,3805
'600901,3805
'601838,3794
'601975,3793
'600276,3793
'002948,3786
'601933,3782
'002292,3778
'600177,3770
'601800,3769
'002498,3723
'600220,3721
'601009,3703
'600151,3691
'600624,3687
'600033,3677
'000758,3657
'600196,3629
'000027,3621
'600577,3621
'002176,3619
'601118,3617
'600496,3614
'600737,3611
'002129,3602
'600006,3590
'000680,3588
'000021,3586
'300027,3566
'002310,3566
'000636,3557
'002506,3557
'000886,3547
'000652,3544
'600664,3540
'601228,3529
'000878,3522
'600495,3520
'002241,3514
'601008,3512
'000898,3509
'002280,3507
'600606,3491
'600572,3459
'002266,3443
'600015,3442
'600550,3440
'600881,3433
'600726,3426
'600711,3415
'000717,3407
'000670,3396
'601611,3396
'600021,3361
'600871,3360
'002385,3348
'600150,3341
'601628,3333
'000933,3330
'600999,3324
'000571,3323
'600528,3317
'601878,3314
'600875,3313
'601298,3306
'000931,3302
'600595,3302
'002407,3299
'000520,3291
'002013,3282
'600584,3279
'600103,3263
'600297,3260
'601162,3257
'600583,3250
'600717,3249
'600380,3249
'300079,3245
'000959,3237
'000816,3235
'600698,3232
'600425,3230
'000883,3222
'601016,3218
'002736,3215
'000572,3207
'601326,3198
'000547,3196
'600153,3196
'000516,3186
'600649,3177
'000686,3176
'601881,3174
'000507,3170
'600410,3168
'000410,3167
'600175,3157
'600428,3157
'000415,3153
'601011,3153
'600789,3148
'000050,3141
'002421,3138
'002049,3097
'000793,3088
'600777,3083
'600569,3075
'601700,3073
'601128,3071
'300111,3063
'601788,3063
'002202,3060
'002130,3059
'002004,3050
'000488,3043
'600611,3041
'300070,3037
'600331,3037
'002155,3034
'000592,3026
'000616,3023
'600269,3019
'000877,3017
'601958,3015
'601555,3007
'600208,3000
'000970,2997
'002547,2994
'600804,2992
'600549,2987
'600326,2979
'002463,2972
'000728,2967
'002236,2958
'601198,2955
'000623,2947
'002489,2946
'002252,2931
'002183,2920
'000806,2918
'600026,2904
'002217,2902
'600072,2891
'002491,2890
'002497,2884
'600125,2883
'002471,2880
'600446,2878
'002342,2874
'601200,2873
'600586,2867
'600158,2863
'000012,2862
'002526,2861
'300765,2858
'600399,2858
'000519,2855
'603000,2854
'600812,2853
'600677,2853
'000831,2851
'000401,2833
'000559,2827
'000627,2824
'600284,2824
'601929,2817
'002177,2816
'601601,2809
'600846,2806
'600728,2806
'000988,2805
'002663,2794
'600811,2773
'600867,2761
'600565,2752
'002161,2751
'600360,2749
'002565,2748
'600900,2747
'600581,2747
'000528,2745
'600388,2742
'600655,2737
'600405,2737
'600110,2735
'002739,2730
'000423,2727
'000973,2726
'600660,2726
'601117,2721
'600063,2721
'600498,2696
'600744,2692
'002307,2690
'000937,2690
'002573,2688
'600988,2684
'002429,2672
'001696,2669
'002030,2662
'002089,2654
'601860,2648
'600348,2642
'000792,2641
'600020,2640
'002474,2632
'603019,2632
'002392,2632
'002263,2630
'600490,2622
'002023,2619
'002636,2618
'600133,2615
'600130,2615
'600977,2613
'600308,2613
'300287,2611
'002431,2609
'000723,2598
'000069,2597
'002154,2597
'600512,2596
'600598,2593
'000039,2592
'601598,2592
'600291,2589
'002256,2586
'600190,2585
'600074,2577
'002175,2572
'000729,2568
'600143,2563
'600652,2563
'000650,2562
'600186,2561
'600085,2559
'600688,2555
'600343,2552
'600893,2549
'600171,2547
'002302,2547
'600662,2542
'000008,2539
'300355,2529
'600874,2529
'600519,2528
'600392,2528
'002839,2524
'002276,2523
'000536,2523
'002312,2513
