stkcode,headcount
'000725,45709
'002958,26211
'601989,23851
'601766,23099
'601899,20772
'600795,20117
'600030,19729
'600050,19348
'601390,18004
'600010,17780
'601668,16109
'601857,16052
'601988,15802
'000100,14686
'601600,13974
'601985,13968
'600028,13871
'601398,13398
'601099,13014
'601169,12390
'600221,12290
'601618,12216
'000630,11951
'601318,11913
'601288,11282
'000651,11182
'600839,11102
'600157,11011
'601258,10985
'600016,10766
'000001,10689
'000063,10252
'601866,10178
'600019,10089
'002065,10035
'000157,10030
'601106,9930
'000413,9929
'000166,9897
'000709,9786
'600868,9509
'600022,9390
'601939,9322
'600111,9302
'601727,9161
'601066,9036
'600031,9007
'600307,8577
'601328,8480
'601138,8407
'603993,8346
'600518,8294
'600089,8204
'601669,8204
'600837,8127
'000629,8071
'002024,8061
'601186,8058
'002230,8013
'601919,7989
'600068,7880
'300059,7841
'601319,7670
'600219,7538
'600601,7403
'002610,7342
'000839,7277
'300104,7238
'600401,7229
'600567,7227
'600008,7183
'601377,7152
'600635,7115
'600797,6940
'000002,6739
'002131,6704
'600018,6667
'600516,6655
'601558,6627
'000425,6576
'002340,6554
'002797,6552
'600489,6550
'601166,6544
'600025,6537
'002195,6508
'601333,6507
'000540,6488
'600863,6430
'000727,6357
'600487,6326
'600887,6244
'000858,6163
'000783,6161
'601818,6073
'600036,5972
'601901,5914
'002600,5909
'600170,5896
'600808,5871
'601991,5675
'600705,5672
'000778,5659
'600522,5639
'000338,5607
'601519,5585
'300017,5556
'002027,5548
'601018,5535
'601918,5527
'600653,5494
'600503,5472
'002673,5458
'000750,5424
'300315,5401
'600000,5390
'600255,5345
'002926,5342
'600320,5339
'601880,5336
'000825,5332
'600166,5330
'000009,5313
'600115,5299
'601992,5240
'600256,5237
'601588,5221
'601168,5200
'000667,5199
'601998,5175
'601088,5168
'600100,5155
'600029,5148
'002460,5139
'000977,5120
'600690,5115
'000751,5114
'002936,5111
'601211,5080
'600637,5073
'002450,5062
'600879,5051
'600415,5037
'000875,5035
'600369,5022
'600497,5003
'000625,4982
'600023,4946
'000031,4900
'600703,4895
'601688,4893
'600642,4891
'000735,4889
'600919,4889
'002456,4840
'603077,4822
'600108,4780
'600928,4778
'600895,4742
'000598,4730
'600909,4729
'000768,4715
'000060,4707
'002477,4689
'601212,4684
'600317,4654
'600886,4630
'000333,4629
'600820,4621
'000563,4578
'002415,4558
'601872,4528
'601179,4515
'600460,4512
'601005,4507
'600604,4507
'600755,4503
'000078,4490
'600958,4481
'000776,4480
'601608,4452
'600776,4445
'002505,4427
'000682,4423
'600816,4389
'000683,4364
'601111,4355
'600485,4354
'601898,4328
'600048,4311
'600547,4305
'000897,4289
'601108,4279
'000932,4271
'002031,4253
'600039,4238
'603799,4224
'002466,4214
'300024,4205
'600017,4202
'000656,4187
'600109,4161
'600362,4138
'002185,4137
'600435,4130
'600873,4118
'601229,4115
'000066,4107
'600187,4095
'600309,4083
'600118,4068
'002465,4059
'002405,4047
'601006,4042
'000983,4036
'600959,4035
'600252,4021
'600104,4004
'601216,4003
'600210,3986
'000930,3983
'300185,3981
'000917,3975
'601890,3960
'000807,3959
'601718,3955
'600297,3950
'601010,3927
'600169,3914
'000767,3909
'002948,3908
'601375,3901
'002500,3897
'000005,3887
'000882,3877
'600901,3858
'600027,3858
'002498,3852
'601838,3852
'601000,3838
'600282,3809
'600352,3806
'601009,3783
'600176,3779
'601933,3769
'000758,3742
'600276,3741
'002129,3738
'601800,3732
'600033,3717
'002008,3712
'000830,3683
'000670,3674
'600577,3667
'600151,3666
'002176,3663
'000680,3660
'600496,3630
'000027,3626
'300027,3623
'600737,3622
'601118,3622
'600196,3613
'600606,3602
'002506,3594
'000878,3592
'600495,3574
'600006,3570
'600177,3567
'000636,3566
'002280,3563
'002310,3551
'002292,3527
'600220,3523
'000886,3507
'601228,3501
'601975,3484
'601611,3475
'600550,3470
'600726,3459
'000717,3459
'600711,3452
'002241,3450
'600021,3443
'600875,3435
'600015,3427
'600150,3416
'000898,3413
'600871,3393
'002266,3385
'000933,3378
'000931,3377
'600881,3373
'000571,3372
'600624,3349
'601878,3336
'002385,3332
'600595,3329
'600528,3329
'601016,3323
'000050,3313
'600584,3306
'000816,3300
'600583,3298
'000959,3296
'000021,3286
'600103,3284
'601162,3273
'601700,3269
'600698,3265
'002421,3259
'600999,3254
'600649,3247
'600175,3247
'601011,3246
'600380,3240
'000883,3235
'002407,3234
'600717,3227
'002736,3225
'601628,3224
'601298,3220
'000410,3212
'600425,3208
'300079,3200
'600153,3188
'600428,3180
'000572,3177
'000652,3177
'000592,3175
'000686,3175
'000415,3169
'601881,3164
'600777,3162
'600446,3159
'002547,3157
'600331,3157
'600549,3155
'002202,3148
'600789,3132
'600611,3129
'000547,3121
'600569,3104
'000793,3098
'002049,3097
'002013,3079
'601958,3070
'000507,3070
'000520,3070
'300111,3065
'000516,3058
'000970,3052
'000616,3046
'600269,3043
'300070,3042
'601788,3034
'002155,3033
'601128,3032
'002497,3031
'601008,3012
'600804,3001
'002252,3000
'600728,2991
'600677,2989
'000488,2986
'002004,2984
'600326,2979
'000623,2973
'000877,2966
'000728,2963
'600581,2960
'601198,2958
'600158,2945
'600026,2939
'601326,2937
'002526,2928
'000401,2926
'601929,2920
'600664,2905
'002463,2898
'600399,2896
'600586,2891
'600846,2891
'601555,2890
'002183,2886
'000627,2881
'600572,2880
'601200,2872
'002217,2867
'000012,2861
'000559,2859
'000831,2857
'002130,2851
'600405,2851
'600900,2850
'000806,2839
'000973,2829
'600125,2827
'002236,2823
'000988,2822
'002491,2814
'600662,2802
'601117,2800
'002663,2796
'600490,2796
'002573,2789
'603000,2788
'002342,2781
'600655,2776
'600388,2773
'000528,2763
'600811,2757
'002471,2757
'002177,2756
'601860,2751
'002474,2750
'600208,2748
'002739,2744
'600744,2741
'600063,2741
'600110,2738
'002175,2738
'601601,2737
'600410,2732
'002161,2721
'002489,2716
'000937,2711
'600565,2702
'002263,2699
'600660,2698
'000423,2697
'600133,2690
'600977,2684
'002431,2677
'600651,2677
'001696,2676
'002636,2676
'600020,2676
'600360,2675
'600988,2672
'600652,2670
'601598,2656
'002392,2652
'600740,2652
'600130,2651
'000792,2648
'002154,2645
'600291,2644
'600812,2640
'600348,2638
'002839,2638
'600512,2636
'002256,2632
'600086,2628
'600598,2624
'000536,2614
'000069,2612
'000795,2605
'002089,2601
'002030,2599
'300765,2599
'600074,2598
'600498,2596
'600186,2594
'600183,2593
'300077,2592
'002108,2586
'000650,2583
'300355,2582
'600874,2580
'600392,2579
'002023,2578
'000039,2574
'600756,2559
'600143,2556
'600688,2553
'000519,2551
'600343,2550
'002312,2549
'600893,2546
'300287,2546
'002017,2540
'002276,2538
'603019,2538
'600718,2531
'600966,2531
'600226,2528
'002002,2519
'002429,2518
'000008,2514
'601997,2514
'002426,2511
'002145,2507
'600667,2501
'002950,2500
'000729,2499
'600739,2496
'600519,2496
'002113,2490
'600654,2490
'600720,2490
'600072,2488
'000738,2487
'600284,2487
'000960,2471
'600675,2466
'000518,2465
'600171,2464
'300088,2464
'600396,2463
'600340,2462
'600531,2448
'000861,2448
'300324,2447
'000600,2447
'000566,2442
'600085,2440
'600122,2438
'300136,2438
'000859,2436
'600970,2435
'600406,2425
'002102,2422
'002302,2422
'600162,2420
'601001,2417
'002288,2414
'002594,2414
'600770,2409
'600290,2407
'002092,2404
'000402,2403
'002436,2402
'600268,2400
'600105,2398
'600271,2393
'300418,2389
'601577,2388
'600585,2387
'600127,2384
'600311,2380
'600227,2378
'002156,2375
'300251,2372
'002945,2368
'000777,2366
'300072,2366
'600588,2362
'600736,2360
'002542,2350
'002446,2343
'600190,2341
'600862,2341
'600064,2340
'002716,2339
'601388,2339
'002001,2338
'002067,2337
'002939,2337
'300058,2333
'000301,2328
'000718,2326
'002307,2324
'600507,2323
'601636,2321
'600759,2320
'601607,2316
'600300,2315
'601828,2302
'000720,2301
'600666,2301
'002151,2300
'000939,2293
'000016,2292
'600011,2285
'600467,2285
'002437,2284
'000958,2283
'300116,2281
'600409,2277
'600060,2276
'600084,2276
'002097,2274
'600794,2273
'000800,2271
'600037,2265
'601990,2263
'601666,2257
'600596,2255
'002951,2254
'002467,2251
'600555,2246
'601699,2244
'600308,2241
'600206,2236
'600106,2233
'000851,2229
'600926,2227
'600188,2226
